Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Status
0,1,0,1,17,8,8,8,13.41625,8,8,8,13.41625,Graduate
0,1,0,0,31,7,0,0,0.0,8,0,0,0.0,Dropout
0,1,0,1,32,6,6,6,11.333333333333334,6,8,5,13.0,Graduate
0,1,0,0,18,6,8,6,16.0,6,10,6,14.625,Dropout
1,1,0,0,31,6,8,5,11.0,6,12,6,10.166666666666666,Enrolled
0,1,1,0,20,6,8,6,12.857142857142858,6,9,5,12.4,Enrolled
0,0,1,0,40,5,5,0,0.0,5,6,0,0.0,Dropout
0,1,1,0,32,5,5,5,14.8,5,5,5,14.2,Graduate
0,0,1,0,40,5,7,1,13.0,5,5,2,14.0,Dropout
0,1,1,1,18,0,0,0,0.0,0,0,0,0.0,Graduate
1,0,1,0,28,9,14,4,10.0,6,6,1,10.0,Dropout
1,1,1,0,19,6,11,5,11.2,6,7,6,12.0,Graduate
0,1,1,1,19,6,8,6,11.833333333333334,6,11,3,13.0,Graduate
0,1,1,0,21,5,0,0,0.0,5,0,0,0.0,Dropout
0,1,1,0,22,5,8,2,10.5,5,10,0,0.0,Dropout
0,0,1,0,18,5,8,5,12.5,5,7,5,13.571428571428571,Dropout
0,1,1,0,27,0,0,0,0.0,0,0,0,0.0,Dropout
0,1,1,0,19,10,10,5,11.0,7,8,2,10.0,Enrolled
0,1,1,0,30,10,14,9,12.333333333333334,10,12,8,12.0,Graduate
0,1,1,0,28,6,9,0,0.0,6,8,1,10.0,Dropout
1,1,1,1,34,5,14,1,17.0,5,10,2,11.0,Enrolled
0,1,1,0,21,5,5,5,11.0,5,11,3,11.428571428571429,Enrolled
0,1,1,1,20,6,11,5,11.142857142857142,6,9,6,11.571428571428571,Graduate
0,0,1,0,31,8,19,5,12.166666666666666,7,12,5,12.0,Dropout
1,0,1,0,21,5,9,2,11.0,5,8,2,11.5,Dropout
0,0,1,0,27,5,8,1,11.0,5,6,3,10.666666666666666,Dropout
0,1,1,0,19,6,10,4,13.25,6,13,5,11.8,Graduate
0,1,1,0,21,6,7,0,0.0,6,11,1,10.0,Enrolled
0,0,1,0,21,6,17,2,12.5,6,10,0,0.0,Dropout
0,0,1,0,35,10,10,7,12.142857142857142,9,9,4,12.25,Dropout
0,1,1,0,28,5,8,3,12.0,5,10,3,11.333333333333334,Dropout
0,1,1,0,24,6,6,4,11.25,6,9,4,10.428571428571429,Enrolled
0,0,1,0,19,4,8,0,0.0,6,0,0,0.0,Dropout
1,0,1,0,20,6,7,5,12.4,6,8,4,13.0,Enrolled
0,1,1,1,20,6,6,6,12.833333333333334,6,8,6,12.666666666666666,Graduate
0,1,1,0,19,5,7,1,13.0,5,7,2,10.0,Enrolled
1,0,1,0,37,7,7,5,12.0,7,7,3,11.666666666666666,Dropout
0,1,1,0,19,6,13,2,12.0,6,12,1,13.0,Dropout
0,1,1,0,36,7,18,0,0.0,7,7,0,0.0,Dropout
0,1,1,0,29,5,0,0,0.0,5,0,0,0.0,Dropout
0,1,1,0,30,6,10,6,11.375,6,10,5,11.6,Graduate
1,1,1,0,32,6,15,2,12.0,6,7,0,0.0,Dropout
0,1,1,0,26,6,6,6,11.833333333333334,6,6,6,11.666666666666666,Enrolled
0,1,1,0,37,6,17,1,12.0,6,23,2,10.5,Dropout
0,1,1,0,27,6,7,3,12.0,6,7,2,11.0,Dropout
0,1,1,1,18,6,7,6,12.714285714285714,6,8,5,11.833333333333334,Graduate
0,1,1,1,18,8,8,8,15.3,8,8,8,15.3,Graduate
0,0,1,0,32,8,12,2,11.5,7,9,0,0.0,Dropout
0,1,1,0,20,5,12,1,13.0,5,8,3,12.6,Enrolled
0,1,1,0,22,6,12,0,0.0,6,10,0,0.0,Dropout
0,1,0,0,32,7,0,0,0.0,8,0,0,0.0,Dropout
0,1,0,0,21,5,8,4,11.0,5,8,5,12.0,Enrolled
0,0,0,0,19,6,7,3,12.666666666666666,6,10,5,13.125,Dropout
0,1,0,1,18,6,6,6,13.5,6,6,6,14.0,Graduate
0,1,0,1,18,5,7,5,12.0,5,10,5,11.4,Graduate
1,0,0,0,38,5,6,0,0.0,5,5,0,0.0,Dropout
0,1,0,0,21,6,8,5,11.8,6,8,4,10.5,Dropout
0,0,0,0,21,6,12,2,11.5,6,13,1,13.0,Dropout
0,1,1,0,26,5,11,2,11.5,5,10,3,12.0,Enrolled
0,1,0,0,19,7,7,6,14.616666666666667,7,7,6,14.616666666666667,Graduate
0,1,0,1,19,8,8,7,14.06,8,8,7,14.06,Enrolled
1,1,0,0,18,6,9,4,11.0,6,12,3,11.333333333333334,Dropout
0,1,0,0,25,5,0,0,0.0,5,0,0,0.0,Dropout
0,1,0,0,19,14,22,7,12.192307692307692,14,22,7,12.192307692307692,Graduate
0,1,0,1,18,6,6,6,12.833333333333334,6,7,6,12.333333333333334,Graduate
0,1,0,1,19,5,8,5,12.875,5,6,5,11.833333333333334,Graduate
0,1,0,1,22,6,6,6,12.166666666666666,6,6,6,12.5,Graduate
0,1,0,0,21,6,11,6,13.428571428571429,6,12,6,12.857142857142858,Graduate
0,1,0,1,21,6,6,6,14.5,6,8,6,14.666666666666666,Graduate
0,1,0,1,20,7,7,7,12.142857142857142,7,7,7,12.857142857142858,Graduate
0,1,0,0,19,5,6,4,11.25,5,10,3,11.714285714285714,Enrolled
0,1,0,0,18,7,7,6,13.9,7,7,6,13.9,Graduate
0,1,0,0,26,7,12,3,13.766666666666666,7,11,3,12.066666666666668,Dropout
0,1,0,0,31,15,17,13,11.615384615384617,14,14,11,12.545454545454543,Dropout
0,1,0,1,18,6,6,6,15.166666666666666,6,7,6,14.142857142857142,Graduate
0,1,0,0,35,5,5,0,0.0,5,5,0,0.0,Dropout
0,1,0,0,19,5,10,2,14.5,5,9,3,11.333333333333334,Enrolled
0,1,0,1,19,6,9,5,10.8,6,8,6,10.714285714285714,Graduate
0,1,0,0,18,7,7,7,13.995714285714287,8,9,8,14.955555555555556,Graduate
0,1,0,0,20,6,8,6,13.285714285714286,6,16,6,11.8,Graduate
0,1,0,1,19,12,12,12,12.75,11,16,11,13.25,Graduate
0,1,0,1,21,6,15,2,10.5,6,8,5,12.4,Enrolled
1,1,0,1,18,7,7,7,12.714285714285714,7,7,7,12.285714285714286,Graduate
0,1,0,0,23,8,8,8,12.88625,8,8,8,12.88625,Graduate
0,1,0,1,21,6,7,5,13.0,6,6,6,12.666666666666666,Graduate
0,1,0,1,19,5,7,5,12.2,5,6,5,11.2,Graduate
0,1,0,0,19,5,8,4,12.8,5,10,3,14.5,Enrolled
0,1,0,0,20,11,15,11,13.785714285714286,9,9,9,13.88888888888889,Graduate
0,1,0,0,18,5,5,0,0.0,5,9,4,13.25,Enrolled
0,1,0,1,18,8,8,8,14.50125,8,8,8,14.50125,Graduate
0,1,0,0,19,7,7,6,14.35,7,7,6,14.35,Graduate
0,1,0,1,21,6,6,6,11.5,6,6,6,12.333333333333334,Graduate
0,1,0,1,18,6,8,6,11.714285714285714,6,6,6,14.666666666666666,Graduate
0,1,0,0,20,6,9,6,13.571428571428571,6,10,5,13.6,Enrolled
0,1,0,0,18,6,6,5,13.0,6,6,6,13.666666666666666,Graduate
0,1,0,1,18,7,8,7,13.56875,8,8,8,14.02625,Graduate
0,1,0,0,32,5,5,5,10.2,5,9,4,11.25,Enrolled
0,1,0,0,18,0,0,0,0.0,0,0,0,0.0,Graduate
0,1,0,0,19,6,8,5,12.2,6,8,5,11.8,Enrolled
0,1,0,1,18,8,8,8,14.15375,8,8,8,14.15375,Graduate
0,0,0,0,18,8,8,0,0.0,8,8,0,0.0,Dropout
0,1,0,0,20,6,7,6,13.833333333333334,6,6,6,12.833333333333334,Graduate
0,1,0,0,19,6,7,6,13.428571428571429,6,6,4,14.0,Enrolled
0,1,0,0,19,8,8,7,12.454285714285716,8,8,7,12.454285714285716,Graduate
0,1,0,0,18,5,9,1,11.0,5,10,0,0.0,Enrolled
0,1,0,0,18,7,0,0,0.0,8,0,0,0.0,Dropout
0,1,0,1,18,7,8,6,13.271666666666668,8,11,7,12.94375,Graduate
0,1,0,0,20,7,8,6,13.548333333333334,8,11,6,14.775,Enrolled
0,1,0,0,19,6,6,6,12.166666666666666,6,6,6,12.5,Enrolled
0,1,0,0,21,6,16,2,11.0,6,12,0,0.0,Dropout
0,1,0,1,19,7,7,7,13.285714285714286,7,7,7,14.428571428571429,Graduate
0,1,0,1,20,6,6,6,13.333333333333334,6,7,6,14.0,Graduate
0,1,0,1,21,8,8,8,13.2575,8,8,8,13.2575,Graduate
0,1,0,0,23,6,7,0,0.0,6,7,0,0.0,Dropout
0,0,0,1,18,6,10,6,12.666666666666666,6,6,2,11.5,Dropout
0,1,0,0,30,5,5,5,14.6,5,5,5,15.4,Dropout
0,1,0,0,20,5,13,0,0.0,5,5,0,0.0,Dropout
0,0,0,0,29,5,7,3,12.333333333333334,5,8,0,0.0,Dropout
0,1,0,0,24,5,5,5,10.8,5,11,2,11.0,Enrolled
0,1,0,0,20,6,7,6,11.666666666666666,6,10,6,11.333333333333334,Graduate
0,1,0,0,27,6,6,4,12.5,6,6,6,14.333333333333334,Dropout
0,1,0,0,23,5,0,0,0.0,5,0,0,0.0,Dropout
0,1,0,1,23,6,6,6,15.333333333333334,6,6,6,14.166666666666666,Graduate
0,1,0,0,18,8,8,7,14.2,8,8,7,14.2,Graduate
0,1,0,1,19,6,6,6,14.833333333333334,6,6,6,14.666666666666666,Graduate
0,1,0,0,19,7,7,7,13.642857142857142,8,8,8,14.3875,Dropout
0,1,0,1,18,6,6,6,13.833333333333334,6,6,6,14.0,Dropout
0,1,0,0,19,6,6,6,11.833333333333334,6,7,6,13.0,Graduate
0,1,0,1,18,6,7,6,13.428571428571429,6,10,6,13.5,Graduate
0,1,0,0,29,13,16,8,10.5,12,19,9,10.333333333333334,Enrolled
0,1,0,0,24,7,10,6,11.416666666666666,8,9,8,11.9625,Graduate
0,1,0,0,19,7,16,2,12.75,7,12,2,11.0,Dropout
0,1,0,0,19,7,10,6,11.15,7,7,7,12.814285714285717,Enrolled
0,1,0,0,19,6,8,3,11.666666666666666,6,11,5,13.625,Enrolled
0,1,0,0,20,6,7,6,11.5,6,8,5,12.4,Graduate
0,1,0,0,18,6,6,6,13.833333333333334,6,6,6,12.666666666666666,Graduate
0,0,0,0,18,6,8,6,11.714285714285714,6,11,4,11.333333333333334,Dropout
0,1,0,1,19,7,8,7,11.678571428571429,8,10,7,13.0375,Graduate
0,1,0,0,19,6,7,6,15.714285714285714,6,6,6,14.666666666666666,Dropout
0,1,0,1,18,0,0,0,0.0,0,0,0,0.0,Graduate
0,1,0,1,19,6,6,6,13.0,6,7,6,13.0,Graduate
0,1,0,1,18,7,7,7,14.485714285714286,8,9,8,14.58888888888889,Graduate
0,1,0,0,24,5,9,5,12.285714285714286,5,8,5,12.125,Enrolled
1,1,0,0,28,7,12,4,13.375,7,7,5,13.5,Enrolled
0,1,0,0,20,8,8,7,11.571428571428571,8,8,7,11.571428571428571,Graduate
0,1,0,1,19,8,8,7,12.657142857142857,8,8,7,12.657142857142857,Graduate
0,0,0,0,22,5,9,2,10.0,5,11,1,10.0,Dropout
0,1,0,0,19,6,7,6,13.714285714285714,6,6,6,13.166666666666666,Graduate
0,1,0,0,36,14,21,13,13.071428571428571,11,16,11,13.0,Graduate
0,1,0,1,19,6,7,6,15.333333333333334,6,9,6,14.0,Graduate
0,1,0,0,18,6,9,5,11.571428571428571,6,8,6,12.142857142857142,Graduate
0,0,0,0,40,5,10,0,0.0,5,5,0,0.0,Dropout
0,1,0,1,19,7,7,6,12.9,7,7,6,12.9,Graduate
0,1,0,0,38,8,12,5,13.126,8,12,5,13.126,Enrolled
0,1,0,0,32,10,20,4,11.5,9,13,3,11.666666666666666,Dropout
0,1,0,0,19,6,11,3,10.333333333333334,6,10,5,11.8,Enrolled
0,1,0,0,19,6,6,6,13.5,6,7,6,13.428571428571429,Graduate
0,1,0,0,35,1,1,0,0.0,5,0,0,0.0,Dropout
0,1,0,0,20,5,5,4,12.0,4,4,2,11.5,Enrolled
0,1,0,0,29,8,10,7,11.142857142857142,8,11,8,11.375,Graduate
0,1,0,0,29,5,11,5,11.4,5,10,4,10.25,Enrolled
0,1,0,1,19,8,8,7,12.771428571428572,8,8,7,12.771428571428572,Enrolled
0,1,0,1,18,8,8,7,13.79857142857143,8,8,7,13.79857142857143,Graduate
1,0,0,0,25,6,7,6,13.333333333333334,6,6,6,13.5,Graduate
1,0,0,0,50,6,11,0,0.0,5,6,0,0.0,Dropout
0,1,0,0,24,15,17,14,11.357142857142858,14,15,13,12.846153846153848,Dropout
0,1,0,0,18,5,11,0,0.0,5,8,0,0.0,Dropout
0,1,0,0,20,6,13,6,15.692307692307692,6,13,5,14.428571428571429,Graduate
1,1,0,1,20,18,19,18,15.052631578947368,13,13,13,14.538461538461538,Graduate
0,1,0,0,21,10,20,6,11.5,10,17,5,12.4,Dropout
1,1,1,0,28,8,15,7,11.0,6,17,1,10.0,Enrolled
0,1,1,1,19,6,6,6,13.0,6,6,6,13.166666666666666,Graduate
0,1,1,1,18,8,8,8,12.93875,8,8,8,12.93875,Graduate
0,1,1,0,22,0,0,0,0.0,0,0,0,0.0,Graduate
0,1,1,0,25,6,6,0,0.0,6,8,0,0.0,Dropout
0,0,1,0,37,7,10,5,13.0,7,9,5,12.88,Dropout
0,0,1,0,38,7,11,5,12.18,7,11,4,11.8125,Dropout
0,1,1,0,36,6,13,3,11.333333333333334,6,12,5,11.4,Dropout
0,1,1,0,18,8,8,7,13.0,8,8,7,13.0,Graduate
0,0,1,0,19,5,5,0,0.0,6,0,0,0.0,Dropout
1,1,1,0,24,5,13,2,12.5,5,8,3,12.333333333333334,Dropout
0,1,1,0,20,6,9,5,11.0,6,9,5,12.166666666666666,Graduate
0,1,1,0,21,0,0,0,0.0,0,0,0,0.0,Dropout
0,1,1,0,32,5,5,0,0.0,5,5,0,0.0,Dropout
0,1,1,0,39,5,9,0,0.0,5,5,1,10.0,Dropout
0,0,1,0,33,5,6,0,0.0,5,5,0,0.0,Dropout
0,1,1,1,20,5,5,5,12.4,5,5,4,10.75,Graduate
0,1,1,0,19,6,8,6,15.5,6,10,6,14.1,Graduate
0,0,1,0,43,5,13,2,11.5,5,12,3,10.8,Dropout
0,1,1,0,49,5,7,4,13.333333333333334,5,9,4,11.6,Dropout
0,1,1,1,18,6,8,6,12.666666666666666,6,6,6,13.5,Graduate
0,1,1,0,27,6,6,0,0.0,6,6,0,0.0,Enrolled
0,1,1,1,19,5,8,5,12.6,5,9,5,13.6,Dropout
1,1,1,1,45,6,6,6,13.5,6,6,0,0.0,Dropout
0,0,1,0,19,6,6,6,13.0,6,8,6,13.0,Graduate
0,1,1,1,21,6,15,6,11.714285714285714,6,8,4,11.75,Graduate
0,1,1,1,18,6,8,6,12.166666666666666,6,7,5,13.0,Graduate
0,1,1,0,18,5,10,0,0.0,5,13,0,0.0,Dropout
0,0,1,0,29,6,12,0,0.0,6,6,0,0.0,Dropout
0,1,1,0,19,5,6,5,11.5,5,5,5,11.6,Graduate
0,1,1,1,18,5,7,4,11.25,5,6,4,12.25,Enrolled
0,1,1,1,22,7,7,7,12.285714285714286,9,10,8,12.375,Graduate
0,1,1,1,18,7,7,7,12.718571428571428,8,11,8,12.805555555555555,Dropout
0,1,1,0,20,6,12,5,12.4,6,11,2,15.0,Enrolled
0,1,1,0,20,0,0,0,0.0,0,0,0,0.0,Dropout
1,1,1,1,29,6,16,1,14.0,6,7,0,0.0,Dropout
0,1,1,0,29,5,10,3,11.666666666666666,5,8,4,11.25,Dropout
0,1,1,0,23,6,15,1,13.0,6,8,4,11.25,Enrolled
1,1,1,0,19,0,0,0,0.0,0,0,0,0.0,Dropout
0,1,1,0,18,5,10,0,0.0,5,11,1,12.0,Dropout
0,1,1,0,22,6,13,4,11.5,6,12,2,12.5,Dropout
1,1,1,0,34,10,10,7,11.714285714285714,10,10,6,11.5,Dropout
0,1,1,0,26,5,7,5,12.6,5,7,5,13.714285714285714,Graduate
0,1,1,0,24,17,19,13,11.642857142857142,17,25,12,11.25,Dropout
0,1,1,1,17,6,8,6,14.875,6,8,6,13.428571428571429,Graduate
0,1,1,0,21,5,11,2,10.0,5,10,3,10.333333333333334,Enrolled
0,1,1,0,34,5,5,5,14.2,5,5,5,14.6,Enrolled
0,1,1,0,19,6,8,6,12.714285714285714,6,9,6,13.5,Graduate
1,0,1,0,49,12,16,5,11.6,7,7,5,11.2,Dropout
0,1,1,0,23,7,14,5,11.94,7,14,6,12.2,Dropout
0,1,1,0,18,5,10,4,11.6,5,9,3,14.2,Dropout
0,1,1,0,20,7,9,5,12.7,8,9,7,13.475,Enrolled
0,1,1,0,19,6,6,6,13.333333333333334,6,9,5,13.8,Graduate
0,1,1,0,24,9,13,8,13.333333333333334,10,12,9,13.11111111111111,Enrolled
0,1,1,0,18,5,5,5,13.4,5,5,5,15.0,Graduate
1,0,1,0,45,6,12,0,0.0,6,12,0,0.0,Dropout
0,1,1,0,30,5,5,2,11.0,5,5,0,0.0,Dropout
0,1,1,0,28,15,17,13,12.0,13,13,9,11.333333333333334,Dropout
0,1,1,0,40,5,0,0,0.0,5,0,0,0.0,Dropout
0,0,1,0,32,5,5,0,0.0,5,9,0,0.0,Dropout
0,1,1,0,19,6,12,4,12.5,6,12,4,10.25,Dropout
0,1,1,0,20,6,7,6,13.666666666666666,6,7,6,12.166666666666666,Graduate
0,1,1,0,18,5,10,1,10.0,5,7,0,0.0,Dropout
0,0,1,0,20,6,6,6,11.5,6,9,2,13.0,Dropout
0,1,1,0,39,5,7,4,12.25,5,7,4,12.75,Enrolled
0,0,1,0,19,6,11,5,13.6,6,11,5,13.666666666666666,Enrolled
0,1,1,0,38,5,11,2,10.5,5,9,3,11.333333333333334,Enrolled
0,1,1,1,18,7,7,6,13.266666666666666,7,7,6,13.266666666666666,Graduate
0,1,1,1,18,7,8,7,12.5125,8,8,8,14.1875,Graduate
0,1,1,0,28,5,9,0,0.0,5,5,0,0.0,Dropout
0,0,1,0,31,6,14,0,0.0,6,6,0,0.0,Dropout
0,1,1,0,23,7,7,6,13.483333333333334,7,7,6,13.483333333333334,Graduate
0,1,1,0,21,7,9,6,12.565,8,12,5,12.16,Enrolled
1,0,1,0,33,6,8,0,0.0,5,6,0,0.0,Dropout
0,1,1,0,22,5,9,3,13.0,5,9,3,11.666666666666666,Dropout
1,1,1,0,20,5,6,5,16.5,5,7,5,17.714285714285715,Dropout
1,1,1,0,19,6,7,6,13.166666666666666,6,9,5,13.2,Enrolled
0,1,1,0,20,6,11,6,13.8,6,7,6,13.142857142857142,Graduate
0,1,1,0,25,6,7,6,11.166666666666666,6,11,4,11.8,Enrolled
0,0,1,0,25,6,0,0,0.0,6,0,0,0.0,Dropout
0,1,1,0,19,6,7,6,12.666666666666666,6,8,6,12.142857142857142,Enrolled
0,1,1,0,20,5,5,5,12.6,5,6,4,14.5,Graduate
0,1,1,0,33,7,7,5,13.06,7,9,0,0.0,Enrolled
0,1,1,0,19,6,7,6,13.833333333333334,6,8,6,13.625,Graduate
0,1,1,0,31,5,5,0,0.0,5,5,0,0.0,Dropout
1,0,1,0,24,6,6,2,16.0,7,7,2,16.0,Dropout
1,0,1,0,23,5,5,0,0.0,5,5,0,0.0,Dropout
0,0,1,1,26,5,12,3,10.666666666666666,5,11,3,10.666666666666666,Dropout
0,1,1,0,38,18,18,18,14.5,18,18,18,14.5,Graduate
0,1,1,1,20,5,6,5,14.0,5,7,5,13.8,Graduate
0,1,1,0,20,5,10,3,13.333333333333334,5,11,5,13.571428571428571,Graduate
0,1,1,0,25,6,0,0,0.0,6,0,0,0.0,Dropout
0,1,1,0,19,6,9,5,12.0,6,10,4,11.2,Graduate
0,1,1,0,18,5,6,5,16.2,5,8,5,16.0,Graduate
0,1,1,0,28,13,13,7,10.285714285714286,11,13,5,10.6,Dropout
0,1,1,0,18,5,5,0,0.0,5,5,0,0.0,Enrolled
0,1,1,1,20,6,7,6,13.571428571428571,6,8,6,13.166666666666666,Graduate
0,1,1,0,18,6,7,6,14.285714285714286,6,9,6,14.857142857142858,Graduate
0,1,1,0,19,5,7,5,10.2,5,6,4,10.5,Graduate
1,1,1,0,24,8,16,2,10.25,8,16,2,10.25,Dropout
0,1,1,0,21,6,0,0,0.0,6,0,0,0.0,Dropout
0,1,1,1,20,6,7,6,14.833333333333334,6,6,6,14.833333333333334,Graduate
0,1,1,0,21,6,12,5,13.625,6,6,5,12.6,Graduate
1,1,1,0,24,7,7,7,12.271428571428572,8,10,7,13.657142857142857,Graduate
0,1,1,0,27,5,0,0,0.0,5,0,0,0.0,Dropout
1,0,1,0,19,5,8,4,12.5,5,9,5,10.5,Enrolled
0,1,1,0,39,9,10,9,13.22222222222222,7,8,7,13.142857142857142,Graduate
0,1,1,0,25,7,13,2,15.0,7,12,2,11.5,Dropout
0,0,1,0,18,0,0,0,0.0,0,0,0,0.0,Dropout
0,1,1,0,19,12,12,12,13.166666666666666,12,12,12,13.0,Graduate
0,1,1,1,21,6,8,5,13.833333333333334,6,6,4,14.0,Graduate
0,1,1,0,27,5,0,0,0.0,5,0,0,0.0,Dropout
0,1,1,0,19,5,6,0,0.0,5,6,0,0.0,Enrolled
0,1,1,0,18,8,8,7,13.154285714285717,8,8,7,13.154285714285717,Enrolled
0,1,1,0,27,12,12,9,12.333333333333334,11,11,6,13.166666666666666,Dropout
1,1,1,0,18,6,6,6,13.0,6,7,5,11.8,Dropout
0,1,1,0,19,5,14,2,11.5,5,8,5,11.4,Enrolled
0,1,1,0,19,6,15,3,13.25,6,9,1,12.0,Dropout
0,1,1,0,22,6,12,3,13.333333333333334,6,12,3,12.75,Enrolled
0,1,0,0,18,6,6,6,13.5,6,6,6,12.166666666666666,Graduate
0,1,0,1,18,6,7,6,12.666666666666666,6,8,5,12.8,Graduate
0,1,0,0,23,11,18,11,15.090909090909092,6,7,6,14.5,Dropout
1,0,1,0,20,0,0,0,0.0,0,0,0,0.0,Dropout
0,1,1,0,18,6,7,6,13.166666666666666,6,7,6,12.666666666666666,Graduate
0,1,1,0,18,6,6,6,12.833333333333334,6,8,6,12.833333333333334,Graduate
0,1,1,0,18,5,7,5,11.8,5,9,3,12.0,Enrolled
0,1,1,0,20,6,6,6,11.833333333333334,6,6,6,12.166666666666666,Graduate
0,1,1,0,20,6,6,5,12.8,6,11,3,12.75,Graduate
0,1,1,0,21,7,7,5,11.8,9,9,5,11.0,Dropout
0,1,1,0,22,0,0,0,0.0,0,0,0,0.0,Enrolled
0,1,1,0,20,5,7,5,15.8,5,7,5,14.571428571428571,Dropout
1,1,1,0,19,0,0,0,0.0,0,0,0,0.0,Enrolled
0,1,1,0,19,5,9,2,12.5,5,10,3,11.6,Enrolled
0,1,1,0,20,6,9,6,14.666666666666666,6,7,6,13.857142857142858,Graduate
0,1,1,0,19,6,10,4,12.5,6,16,2,12.0,Dropout
0,1,1,0,19,5,7,3,12.0,6,10,2,10.5,Dropout
1,1,1,0,24,8,8,7,13.142857142857142,6,8,6,11.833333333333334,Enrolled
1,1,1,0,18,6,6,3,12.666666666666666,6,11,4,11.142857142857142,Dropout
0,0,1,1,18,5,6,5,15.0,5,6,5,14.2,Enrolled
1,1,0,0,18,6,7,5,13.6,6,7,5,11.8,Dropout
0,1,0,0,18,6,6,6,12.5,6,6,6,13.833333333333334,Graduate
0,1,0,1,21,6,7,6,13.333333333333334,6,7,6,13.5,Graduate
0,1,0,0,18,6,13,4,12.25,6,15,5,11.0,Dropout
0,1,0,1,18,7,7,7,15.101428571428572,8,8,8,16.09375,Graduate
0,1,0,1,18,6,6,6,13.166666666666666,6,6,6,16.0,Graduate
0,1,0,0,23,6,8,4,11.0,6,6,0,0.0,Dropout
0,1,0,0,21,5,9,3,11.666666666666666,5,9,4,11.75,Graduate
0,1,0,0,20,6,13,1,10.0,6,13,1,13.0,Enrolled
0,1,0,0,26,7,15,7,11.571428571428571,6,14,2,11.0,Dropout
0,1,0,1,18,6,6,6,12.166666666666666,6,10,5,11.2,Enrolled
0,1,0,0,18,0,0,0,0.0,0,0,0,0.0,Dropout
0,0,0,1,19,6,6,6,13.833333333333334,6,7,6,14.285714285714286,Graduate
0,1,0,1,20,7,10,6,12.357142857142858,8,9,7,13.0,Graduate
1,0,0,0,19,6,7,6,12.166666666666666,6,10,2,10.333333333333334,Dropout
1,1,0,0,21,6,8,3,12.0,6,6,2,12.5,Enrolled
0,1,0,0,33,10,14,9,12.416666666666666,9,14,7,13.0,Graduate
0,1,0,0,18,5,7,4,12.75,5,6,4,12.75,Graduate
0,1,0,0,21,21,33,18,14.933333333333334,21,33,18,14.933333333333334,Graduate
0,1,0,0,19,6,6,6,13.0,6,7,6,11.666666666666666,Graduate
1,0,0,0,33,7,7,7,12.857142857142858,7,8,6,12.666666666666666,Enrolled
0,1,0,0,18,7,10,7,14.455000000000002,8,8,8,13.91,Graduate
0,1,0,1,18,6,8,6,14.0,6,7,6,13.285714285714286,Graduate
0,1,0,1,20,6,6,6,13.5,6,7,6,12.666666666666666,Graduate
0,0,0,0,20,6,0,0,0.0,6,0,0,0.0,Dropout
0,1,0,1,20,6,6,6,11.666666666666666,6,12,5,14.0,Graduate
0,1,0,1,19,5,6,4,12.0,5,8,5,13.333333333333334,Graduate
0,1,0,1,19,6,7,6,11.714285714285714,6,6,6,11.833333333333334,Graduate
0,1,0,0,21,6,8,6,12.666666666666666,6,7,6,12.428571428571429,Graduate
0,1,0,0,26,6,11,3,11.75,6,19,4,12.8,Enrolled
0,1,0,0,21,6,0,0,0.0,6,0,0,0.0,Dropout
0,1,0,0,18,8,8,7,12.328571428571427,8,8,7,12.328571428571427,Graduate
0,1,0,0,27,7,14,6,11.666666666666666,7,10,1,10.0,Dropout
0,1,0,1,20,12,12,12,13.25,12,12,11,12.727272727272728,Graduate
0,1,0,0,21,6,8,5,11.833333333333334,6,8,4,13.25,Enrolled
0,1,0,1,18,7,7,7,13.3,8,8,8,15.125,Graduate
0,1,0,0,20,6,13,6,12.555555555555555,6,11,5,11.8,Enrolled
0,1,0,0,18,6,6,6,12.833333333333334,6,7,6,12.166666666666666,Graduate
0,1,0,1,20,6,6,6,12.833333333333334,6,6,6,12.833333333333334,Graduate
0,1,0,1,19,5,10,3,12.666666666666666,5,7,3,13.0,Graduate
0,1,0,0,20,7,8,6,13.271428571428572,8,8,7,14.471428571428572,Graduate
0,1,0,1,20,5,5,5,12.4,5,6,5,12.833333333333334,Graduate
0,1,0,0,20,5,10,2,14.5,5,7,4,11.25,Enrolled
1,1,0,0,19,6,7,0,0.0,5,5,0,0.0,Dropout
0,1,0,0,18,6,7,6,14.285714285714286,6,8,6,13.25,Graduate
0,1,0,0,18,5,7,3,12.333333333333334,5,9,5,12.6,Graduate
0,1,0,1,19,7,10,6,12.583333333333334,8,8,7,12.671428571428573,Graduate
0,1,0,0,19,7,8,6,13.731666666666667,8,10,7,13.771428571428572,Dropout
0,1,1,0,43,6,8,6,12.875,6,14,5,12.142857142857142,Enrolled
0,1,1,0,47,10,14,8,14.625,7,7,5,13.4,Dropout
0,0,1,0,23,3,3,0,0.0,2,2,0,0.0,Dropout
1,1,0,1,19,6,8,6,12.666666666666666,6,7,6,12.666666666666666,Graduate
0,1,0,0,20,8,11,6,12.491666666666667,8,11,6,12.491666666666667,Graduate
0,1,0,1,19,12,12,12,13.666666666666666,11,12,11,14.166666666666666,Graduate
